osm_id,key,value,commentary
405561359,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405561360,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405562554,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405562556,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405562584,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405562586,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405562617,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405562619,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405574430,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405575447,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406008696,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406037575,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406262188,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406262189,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406262191,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406264235,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406264236,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406267915,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406622148,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406622895,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406622897,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406622899,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406622900,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406622901,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406629775,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406629776,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
406629779,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408467434,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408467438,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408468123,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408468125,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408468126,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408468127,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408906839,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408906843,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408906854,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
408917688,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
409855851,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
409855852,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
410082457,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
410083897,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
410089529,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
410708865,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
410713948,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412296081,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412296578,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412300801,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412300805,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412300806,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412482550,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412506461,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412506463,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412573929,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412573930,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412573931,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412574020,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
412574021,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413030082,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413035100,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413035101,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413039507,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413041811,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413045056,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413045057,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413045058,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413045059,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413209385,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413981820,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413983434,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
413983435,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
414739466,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
